sample_id,lot_id,tool_id,sequence,pr_tone,retained_pattern_source,nominal_cd_nm,exposure_dose_mj_cm2,normalized_dose_pct,focus_um,coat_thickness_nm,softbake_temp_c,peb_temp_c,develop_time_s,developer_concentration_pct,field_x,field_y,resist_line_cd_nm,cdu_3sigma_nm,ler_nm,scum_probability,pattern_collapse_probability,defect_probability,spec_pass
S00094,L0004,T01,94,POSITIVE,UNEXPOSED,50.0,101.086141,101.086141,0.025608,92.529453,97.990637,112.185988,46.474087,2.438358,-0.012693,0.560623,49.245614,1.897086,1.384513,0.140966,0.028557,0.019079,PASS
S00016,L0000,T01,16,POSITIVE,UNEXPOSED,50.0,101.848995,101.848995,-0.001035,98.230115,95.83535,107.880168,53.905983,2.359891,0.179045,-0.374742,47.382419,1.962595,1.487274,0.018206,0.060501,0.016438,PASS
S00548,L0027,T02,548,POSITIVE,UNEXPOSED,50.0,97.933051,97.933051,0.020943,94.562662,95.684883,108.355887,47.087518,2.45863,-0.823828,-0.50141,50.629796,2.689586,0.977796,0.204001,0.003872,0.03308,PASS
S00684,L0034,T03,684,POSITIVE,UNEXPOSED,50.0,91.20316,91.20316,-0.011101,95.654342,101.442867,108.145921,47.207061,2.46132,0.859492,0.976488,56.229541,2.955183,-0.423429,0.483256,0.019543,0.112057,FAIL
S00176,L0008,T01,176,NEGATIVE,EXPOSED,50.0,83.161533,106.61735,-0.058492,92.676792,98.158148,108.469075,61.154268,2.406338,-0.106123,0.990856,52.778547,3.302706,1.872604,0.0,0.0284,0.053567,FAIL
S00479,L0023,T02,479,POSITIVE,UNEXPOSED,50.0,110.600373,110.600373,-0.156882,111.090032,95.394409,111.969176,47.170653,2.379535,0.558892,0.562917,49.337979,4.547797,1.672847,0.03222,0.04615,0.14323,FAIL
S00379,L0018,T02,379,POSITIVE,UNEXPOSED,50.0,100.027126,100.027126,0.039538,93.483105,101.754785,112.195027,41.483079,2.413564,0.601688,-0.642883,50.166437,2.845832,1.210251,0.273246,0.037637,0.055398,FAIL
S00789,L0039,T01,789,NEGATIVE,EXPOSED,50.0,87.686513,112.418606,0.102626,109.235446,96.893808,105.122712,46.159977,2.406122,0.934904,-0.323462,52.838952,4.030728,1.94031,0.013445,0.004188,0.096338,FAIL
S00182,L0009,T01,182,POSITIVE,UNEXPOSED,50.0,111.97862,111.97862,-0.038999,99.770494,94.239674,109.227878,44.698596,2.351117,0.123143,0.8395,44.795668,2.625677,1.679749,0.036772,0.02193,0.03028,FAIL
S00267,L0013,T01,267,POSITIVE,UNEXPOSED,50.0,97.491509,97.491509,-0.056056,94.299125,100.010053,106.944058,49.94847,2.335653,0.451531,0.860091,49.222381,3.205906,1.714679,0.1337,0.025823,0.064586,FAIL
S00030,L0001,T02,30,NEGATIVE,EXPOSED,50.0,65.122132,83.489913,-0.005368,88.720672,95.219937,106.329475,60.176995,2.422587,0.455436,-0.404133,43.124314,2.252413,2.124903,0.441342,0.029548,0.08416,FAIL
S00061,L0003,T01,61,POSITIVE,UNEXPOSED,50.0,109.979382,109.979382,0.051883,94.923323,102.015003,111.275457,43.407134,2.384836,-0.627574,0.321103,46.067244,2.784656,1.759115,0.027414,0.024251,0.035293,FAIL
S00724,L0036,T01,724,POSITIVE,UNEXPOSED,50.0,90.46421,90.46421,-0.043733,95.253923,98.2768585,109.981896,50.880697,2.461319,0.413895,0.285681,50.365362,2.732637,1.598968,0.371765,0.020582,0.076886,FAIL
S00347,L0017,T01,347,POSITIVE,UNEXPOSED,50.0,102.086798,102.086798,-0.019096,90.667892,100.768308,107.336951,45.014172,2.381426,-0.89921,0.573096,47.882327,2.933989,1.657088,0.118735,0.009046,0.046547,PASS
S00227,L0011,T02,227,POSITIVE,UNEXPOSED,50.0,103.362406,103.362406,-0.109949,83.798774,97.044763,110.402857,39.277559,2.380719,0.267099,-0.979108,48.379983,4.388536,1.033834,0.145064,0.023916,0.11762,FAIL
S00762,L0038,T02,762,POSITIVE,UNEXPOSED,50.0,99.405293,99.405293,0.054482,110.279599,96.630326,109.238599,38.200108,2.372899,0.945827,-0.412173,51.809177,2.67328,1.019257,0.556379,0.003112,0.084596,FAIL
S00796,L0039,T01,796,POSITIVE,UNEXPOSED,50.0,107.945477,107.945477,0.03903,100.802177,93.730931,111.236824,44.836482,2.420827,-0.560522,0.961485,47.142337,3.0323,1.675925,0.048318,0.03325,0.044686,PASS
S00682,L0034,T02,682,POSITIVE,UNEXPOSED,50.0,93.663931,93.663931,-0.131013,88.999117,99.851821,107.40153,39.945239,2.339785,-0.264985,0.671211,55.323024,4.580523,1.694917,0.601554,0.005562,0.436324,FAIL
S00696,L0034,T02,696,POSITIVE,UNEXPOSED,50.0,105.454164,105.454164,-0.105761,112.444198,98.369239,114.608898,43.845987,2.283615,0.80788,0.019941,49.172729,3.678943,2.21232,0.140164,0.018341,0.119433,FAIL
S00059,L0002,T01,59,POSITIVE,UNEXPOSED,50.0,101.352809,101.352809,-0.160348,115.217541,101.958949,113.173972,35.417692,2.366412,0.722915,-0.914531,51.589582,5.498097,1.591275,0.616626,0.021356,0.633794,FAIL
S00550,L0027,T02,550,NEGATIVE,EXPOSED,50.0,76.552365,98.144058,-0.182467,92.474116,98.147393,101.974868,54.122838,2.400545,0.28544,0.605646,51.80336,4.958071,1.906011,0.081751,0.031097,0.229579,FAIL
S00693,L0034,T01,693,NEGATIVE,EXPOSED,50.0,72.624436,93.108251,-0.036659,103.338708,99.03176,100.512614,63.117017,2.355825,0.262809,-0.21066,45.038016,2.504764,2.372477,0.291467,0.109276,0.094765,FAIL
S00594,L0029,T01,594,POSITIVE,UNEXPOSED,50.0,96.411819,96.411819,0.058786,117.801617,91.86709,111.387094,47.338552,2.392443,-0.526721,-0.722147,51.057482,3.064626,1.137611,0.420242,0.020075,0.089275,FAIL
S00413,L0020,T01,413,POSITIVE,UNEXPOSED,50.0,93.856337,93.856337,0.044324,110.166994,97.486009,108.772821,46.336838,2.464064,-0.660135,0.258774,51.02608,2.977679,1.461407,0.515005,0.023188,0.125076,FAIL
S00367,L0018,T01,367,POSITIVE,UNEXPOSED,50.0,112.098096,112.098096,-0.033062,107.256832,98.687453,114.725133,48.448111,2.484238,-0.700505,0.879588,46.961548,2.956156,2.598842,0.004376,0.041183,0.061647,FAIL
S00560,L0028,T01,560,POSITIVE,UNEXPOSED,50.0,102.979869,102.979869,0.146245,115.708627,94.088771,108.727541,45.450455,2.398202,-0.653923,-0.250855,49.088428,4.443019,1.383115,0.178828,0.034642,0.160381,FAIL
S00351,L0017,T02,351,NEGATIVE,EXPOSED,50.0,72.727335,93.240173,0.001604,95.434703,98.961787,106.334451,75.483427,2.399252,-0.599922,0.575678,45.091835,1.669679,1.525159,0.16002,0.230508,0.02938,FAIL
S00790,L0039,T01,790,POSITIVE,UNEXPOSED,50.0,88.406325,88.406325,0.029145,115.595169,101.400292,113.320662,34.048256,2.437676,0.383026,0.831116,58.049019,2.901225,2.077227,0.974451,0.008234,0.395934,FAIL
S00451,L0022,T01,451,POSITIVE,UNEXPOSED,50.0,96.989987,96.989987,0.086537,96.439394,98.499552,108.571735,52.228303,2.322465,0.292142,0.898775,49.392859,3.961014,1.540401,0.131715,0.008041,0.101834,FAIL
S00457,L0022,T01,457,NEGATIVE,EXPOSED,50.0,87.084724,111.647082,-0.041046,94.997804,99.306492,108.900848,60.28503,2.402789,0.784509,0.288652,54.299199,2.656226,2.341321,0.0,0.035262,0.041236,FAIL
S00583,L0029,T02,583,POSITIVE,UNEXPOSED,50.0,101.108085,101.108085,0.055734,97.168954,98.094551,108.387169,37.953991,2.392755,-0.123897,-0.013514,51.360079,2.778716,1.136291,0.376106,0.0,0.060652,FAIL
S00194,L0009,T03,194,NEGATIVE,EXPOSED,50.0,78.024634,100.031582,0.074743,78.278005,99.170799,99.264746,42.269668,2.303339,0.210972,0.186367,51.822347,3.218018,2.715269,0.079064,0.0,0.085792,FAIL
S00012,L0000,T03,12,POSITIVE,UNEXPOSED,50.0,107.852901,107.852901,-0.073603,84.911928,95.014925,108.374742,39.605823,2.430557,-0.946575,-0.99492,49.98975,4.292606,1.513083,0.019923,0.008365,0.097758,FAIL
S00634,L0031,T01,634,POSITIVE,UNEXPOSED,50.0,96.790113,96.790113,-0.141015,99.22739,98.266952,110.67581,49.979291,2.38041,-0.377646,-0.717922,50.705945,4.773497,0.969623,0.17471,0.028567,0.164018,FAIL
S00253,L0012,T03,253,POSITIVE,UNEXPOSED,50.0,100.460868,100.460868,-0.156546,98.49706,98.89445,108.385665,49.902888,2.333744,0.745928,0.496017,51.736487,4.766683,1.391334,0.072269,0.007986,0.149216,FAIL
S00294,L0014,T01,294,POSITIVE,UNEXPOSED,50.0,95.745736,95.745736,0.069244,103.501398,95.911613,109.454413,50.500039,2.388353,-0.761701,0.236296,50.793925,2.77033,1.759957,0.209673,0.03201,0.05786,PASS
S00051,L0002,T02,51,NEGATIVE,EXPOSED,50.0,79.290012,101.653862,0.016554,109.243366,96.783747,106.036155,51.128524,2.339483,0.131903,0.076396,51.605904,1.939986,1.576712,0.015945,0.017343,0.01513,PASS
S00474,L0023,T01,474,POSITIVE,UNEXPOSED,50.0,98.608725,98.608725,-0.036497,105.560137,99.253906,111.904296,53.35631,2.442371,-0.603525,-0.376603,49.44611,2.143062,1.370402,0.062143,0.036185,0.019073,PASS
S00119,L0005,T02,119,NEGATIVE,EXPOSED,50.0,66.549296,85.31961,-0.100666,100.296245,99.371864,104.175222,50.823198,2.392458,-0.247066,0.649104,47.640336,3.663978,1.753359,0.450124,0.028885,0.202828,FAIL
S00628,L0031,T01,628,POSITIVE,UNEXPOSED,50.0,106.433368,106.433368,-0.002465,95.870638,93.699115,110.23967,53.122999,2.328364,0.76359,-0.711363,47.067949,2.190996,1.320187,0.012502,0.039793,0.017006,PASS
S00618,L0030,T01,618,POSITIVE,UNEXPOSED,50.0,103.494569,103.494569,0.05459,136.012249,95.192334,108.071166,38.211713,2.495104,-0.876412,0.134572,49.003857,3.295848,1.477101,0.60041,0.0,0.184677,FAIL
S00159,L0007,T01,159,NEGATIVE,EXPOSED,50.0,86.522792,110.926656,-0.102054,104.957113,98.095144,109.473769,58.035733,2.433484,0.911802,-0.113436,54.595916,3.685149,2.42947,0.025684,0.019777,0.100647,FAIL
S00077,L0003,T01,77,POSITIVE,UNEXPOSED,50.0,108.681947,108.681947,0.036584,91.180265,98.187282,111.234087,43.617939,2.48031,0.787961,-0.972776,46.780774,3.516184,1.373262,0.055587,0.002294,0.053425,FAIL
S00797,L0039,T02,797,POSITIVE,UNEXPOSED,50.0,105.319482,105.319482,0.033745,109.938064,97.581576,108.600671,43.840959,2.312261,0.759226,0.812984,50.015824,2.601888,1.383111,0.110377,0.031748,0.031699,PASS
S00442,L0022,T02,442,POSITIVE,UNEXPOSED,50.0,108.303025,108.303025,0.130771,99.334734,98.877072,109.835125,56.171608,2.343622,0.338261,0.021272,48.830565,3.940538,1.266639,0.017376,0.063524,0.074026,FAIL
S00514,L0025,T01,514,POSITIVE,UNEXPOSED,50.0,106.934581,106.934581,-0.020967,98.551878,101.335706,108.122053,58.57249,2.369519,0.640391,0.927303,48.46013,2.57204,1.66729,0.001224,0.086222,0.030538,PASS
S00190,L0009,T03,190,NEGATIVE,EXPOSED,50.0,83.659364,107.255595,-0.12959,86.470356,100.337686,107.64953,64.98549,2.348905,0.640326,-0.728115,56.686455,4.553561,1.740316,0.013604,0.05862,0.145834,FAIL
S00197,L0009,T01,197,POSITIVE,UNEXPOSED,50.0,101.048478,101.048478,0.077347,97.437894,95.95215,108.704321,49.127073,2.515942,0.549353,-0.127172,49.741389,3.113947,1.233552,0.10121,0.042613,0.044584,PASS
S00359,L0017,T03,359,NEGATIVE,EXPOSED,50.0,80.7016,103.46359,-0.082428,91.280496,97.250045,108.462107,58.176226,2.278839,-0.51065,0.50434,55.046044,3.144943,2.032902,0.012809,0.039617,0.054485,FAIL
S00179,L0008,T03,179,POSITIVE,UNEXPOSED,50.0,98.618509,98.618509,-0.111574,106.946487,98.808795,109.07535,60.899391,2.430255,-0.967958,-0.232901,51.947829,4.091275,1.02221,0.040426,0.076463,0.080479,FAIL
S00324,L0016,T01,324,POSITIVE,UNEXPOSED,50.0,100.485148,100.485148,0.01359,97.939219,96.886079,111.208468,50.068604,2.367346,0.60046,-0.704348,48.032003,2.361882,1.118146,0.084784,0.042334,0.02158,PASS
S00328,L0016,T02,328,POSITIVE,UNEXPOSED,50.0,100.125566,100.125566,0.130828,116.030726,92.160966,105.440852,45.613722,2.389239,0.674034,0.278935,51.271797,4.383795,2.241066,0.264804,0.023569,0.264869,FAIL
S00608,L0030,T02,608,POSITIVE,UNEXPOSED,50.0,106.443438,106.443438,-0.000447,83.409998,91.776804,107.338996,54.276385,2.385046,-0.474194,0.431337,49.048903,2.022225,1.561489,0.001284,0.022661,0.015642,PASS
S00045,L0002,T03,45,NEGATIVE,EXPOSED,50.0,81.692657,104.734176,0.023435,101.48892,95.645175,103.195367,57.941746,2.460295,0.013225,-0.565443,54.525046,2.024268,2.019968,0.024388,0.038668,0.022239,FAIL
S00545,L0027,T01,545,POSITIVE,UNEXPOSED,50.0,89.866015,89.866015,-0.025837,97.212299,97.675626,106.283521,58.113885,2.366226,-0.50267,0.756996,48.927213,2.76978,2.309585,0.206731,0.05331,0.079931,PASS
S00327,L0016,T01,327,POSITIVE,UNEXPOSED,50.0,101.977792,101.977792,0.099128,94.716689,98.287219,110.201426,35.842287,2.556616,0.365385,-0.197323,48.150921,3.507451,1.341435,0.389529,0.0,0.122368,FAIL
S00447,L0022,T03,447,POSITIVE,UNEXPOSED,50.0,93.713889,93.713889,-0.02364,82.444981,96.246703,109.107932,49.815412,2.280932,-0.864116,-0.939334,54.813751,3.613471,1.171334,0.183944,0.0,0.072475,FAIL
S00248,L0012,T01,248,NEGATIVE,EXPOSED,50.0,76.316664,97.841877,-0.05485,97.84601,98.541049,108.440409,56.609273,2.31338,-0.127184,0.761236,47.940897,3.001558,1.800043,0.068861,0.027618,0.048485,PASS
S00322,L0016,T01,322,NEGATIVE,EXPOSED,50.0,82.447775,105.702275,-0.069574,105.774785,96.929435,102.342364,53.809734,2.42581,0.311369,-0.558364,51.509175,2.843746,1.500206,0.023554,0.0,0.030127,PASS
S00258,L0012,T01,258,NEGATIVE,EXPOSED,50.0,78.877509,101.125012,0.061005,109.449679,95.772607,108.181873,55.831475,2.300014,0.258031,0.984204,50.916447,2.943005,1.939968,0.063085,0.026892,0.048912,PASS
S00387,L0019,T01,387,NEGATIVE,EXPOSED,50.0,76.754763,98.403542,0.121194,96.372595,101.897186,102.397421,56.541,2.419331,0.056188,0.712862,48.656577,3.678854,1.428327,0.067464,0.006992,0.065313,FAIL
S00544,L0027,T03,544,NEGATIVE,EXPOSED,50.0,73.936758,94.790715,0.004827,83.602461,97.676992,102.841807,56.892047,2.344113,-0.314683,0.095488,49.035625,1.54121,1.862951,0.121003,0.027039,0.017311,PASS
S00191,L0009,T01,191,POSITIVE,UNEXPOSED,50.0,97.610518,97.610518,-0.113904,97.847012,100.447477,108.360203,51.906765,2.367375,-0.384988,-0.741054,50.143798,3.73117,1.366589,0.108478,0.055073,0.082001,FAIL
S00019,L0000,T01,19,NEGATIVE,EXPOSED,50.0,89.227513,114.394247,-0.006012,93.857663,100.28115,100.468219,53.381675,2.401406,0.527826,-0.580541,52.851478,2.404372,2.733104,0.009649,0.0,0.038938,PASS
S00423,L0021,T02,423,NEGATIVE,EXPOSED,50.0,77.504156,99.364303,0.093827,85.107977,97.699838,107.60896,55.259956,2.43735,0.309498,0.44095,51.089929,4.119598,1.529399,0.039714,0.007599,0.090547,FAIL
S00714,L0035,T03,714,NEGATIVE,EXPOSED,50.0,72.627698,93.112434,0.060814,101.556878,99.949487,103.095493,53.041952,2.433492,0.427006,-0.768133,49.407298,2.981822,1.764368,0.20374,0.017549,0.065332,PASS
S00079,L0003,T01,79,POSITIVE,UNEXPOSED,50.0,101.940382,101.940382,-0.141507,105.212399,97.755288,110.23505,47.937125,2.295542,-0.743135,-0.661973,51.435843,4.839073,1.267917,0.098508,0.030243,0.16548,FAIL
S00738,L0036,T01,738,POSITIVE,UNEXPOSED,50.0,97.94109,97.94109,0.209408,111.147834,100.054841,113.35436,47.955632,2.372823,0.795266,-0.077009,53.069548,5.833959,1.918029,0.28821,0.024397,0.525418,FAIL
S00536,L0026,T01,536,POSITIVE,UNEXPOSED,50.0,98.120843,98.120843,-0.054942,104.893197,100.679079,107.68594,55.541019,2.396658,-0.967108,-0.964846,49.83116,3.478222,1.492483,0.075526,0.055425,0.065828,FAIL
S00349,L0017,T02,349,NEGATIVE,EXPOSED,50.0,81.25204,104.169282,-0.042884,103.448037,99.026836,107.625979,55.439292,2.371604,-0.628538,0.766838,52.828123,3.000849,1.74422,0.000116,0.016729,0.038133,PASS
S00402,L0020,T01,402,POSITIVE,UNEXPOSED,50.0,94.521011,94.521011,-0.101651,106.441301,102.889564,110.148617,55.347911,2.394699,0.922896,-0.608985,52.143178,4.092297,1.633672,0.173553,0.042459,0.140526,FAIL
S00338,L0016,T01,338,POSITIVE,UNEXPOSED,50.0,106.333598,106.333598,-0.024379,111.265707,98.851787,109.789691,64.819091,2.379381,-0.825255,0.467006,48.893387,2.24167,1.584565,0.013521,0.18307,0.029099,PASS
S00386,L0019,T01,386,POSITIVE,UNEXPOSED,50.0,90.251249,90.251249,-0.013074,100.828651,101.190162,113.417972,40.439976,2.436912,0.800499,-0.391871,55.256082,2.566357,2.119027,0.834599,0.0,0.250442,FAIL
S00779,L0038,T01,779,POSITIVE,UNEXPOSED,50.0,95.508496,95.508496,0.015273,97.883804,95.445868,108.317637,43.677665,2.479425,0.619792,-0.114622,51.995726,2.060288,1.283714,0.419337,0.0,0.041148,FAIL
S00286,L0014,T01,286,NEGATIVE,EXPOSED,50.0,91.765525,117.648109,-0.062639,100.218455,99.64518,107.268281,54.267322,2.315526,-0.723585,-0.904531,55.719127,3.766571,1.855378,6.2e-05,0.033196,0.077644,FAIL
S00344,L0017,T02,344,POSITIVE,UNEXPOSED,50.0,100.990017,100.990017,0.048147,97.086752,95.122849,109.222687,41.254281,2.424724,-0.971017,-0.091761,50.56308,2.662214,1.119862,0.308719,0.000293,0.045824,FAIL
S00729,L0036,T01,729,POSITIVE,UNEXPOSED,50.0,104.363051,104.363051,0.109908,81.034149,95.952257,110.455163,41.288353,2.417346,-0.00315,-0.216789,45.665323,3.708233,1.332963,0.106563,0.001035,0.069531,FAIL
S00717,L0035,T03,717,NEGATIVE,EXPOSED,50.0,83.929044,107.601339,-0.034302,104.312215,98.127352,104.429278,57.942063,2.376249,0.644164,-0.047953,55.661925,2.259712,1.577554,0.017818,0.026958,0.020346,FAIL
S00246,L0012,T02,246,NEGATIVE,EXPOSED,50.0,78.886466,101.136494,0.096946,87.255152,96.471917,105.557119,52.389093,2.390607,0.716522,0.847423,50.437692,4.34269,1.203581,0.025153,0.0,0.086565,FAIL
S00285,L0014,T02,285,NEGATIVE,EXPOSED,50.0,85.043135,109.02966,-0.059395,111.805785,99.414115,108.577892,62.409131,2.432386,0.092,0.020754,54.180485,2.851309,2.202157,0.036765,0.052272,0.051584,FAIL
S00542,L0027,T01,542,NEGATIVE,EXPOSED,50.0,76.044013,97.492324,0.165932,87.706455,99.640349,101.65495,43.144502,2.458753,0.970307,0.721609,50.245076,5.216173,1.874221,0.107036,0.021666,0.276565,FAIL
S00266,L0013,T01,266,POSITIVE,UNEXPOSED,50.0,95.970931,95.970931,0.140717,100.186824,94.103888,108.575367,52.276169,2.434709,0.286916,-0.471144,50.703608,4.14179,1.277262,0.140695,0.036156,0.111784,FAIL
S00319,L0015,T02,319,NEGATIVE,EXPOSED,50.0,85.839308,110.050394,-0.025924,115.068845,91.663202,103.355026,55.906561,2.370343,0.513034,0.649925,55.311335,2.276872,1.721597,0.0,0.052184,0.022592,FAIL
S00711,L0035,T01,711,NEGATIVE,EXPOSED,50.0,78.999526,101.281444,-0.075395,113.539543,97.626262,107.16295,54.601857,2.372971,0.692064,-0.761418,50.964451,3.284657,1.637614,0.042917,0.05068,0.055175,FAIL
S00615,L0030,T03,615,POSITIVE,UNEXPOSED,50.0,93.856886,93.856886,-0.05892,111.514042,98.927202,113.44664,38.937241,2.356205,0.72672,0.085184,57.155797,3.097742,1.742527,0.790234,0.025067,0.286344,FAIL
S00739,L0036,T01,739,NEGATIVE,EXPOSED,50.0,76.71484,98.352359,0.023383,94.873435,96.962474,103.013786,64.641972,2.493111,-0.653942,-0.380476,47.867806,2.924361,1.735493,0.078302,0.050716,0.04771,PASS
S00217,L0010,T01,217,POSITIVE,UNEXPOSED,50.0,98.258971,98.258971,0.032867,109.132336,97.900884,108.275504,46.63239,2.425454,-0.088986,0.767868,49.223746,2.580093,1.514384,0.256889,0.028229,0.049072,FAIL
S00437,L0021,T01,437,POSITIVE,UNEXPOSED,50.0,90.824658,101.403809,-0.022441,106.525907,97.01699049999999,110.712466,40.513457,2.352403,-0.784666,-0.614576,53.610565,2.613857,1.655186,0.81682,0.009638,0.208057,FAIL
S00250,L0012,T01,250,NEGATIVE,EXPOSED,50.0,86.141616,110.437969,-0.024062,105.720022,97.451428,103.923815,49.589844,2.332233,0.299299,-0.101594,50.738435,1.449018,1.797253,0.001589,0.023715,0.011029,PASS
S00678,L0033,T01,678,POSITIVE,UNEXPOSED,50.0,102.354386,102.354386,0.016966,97.330342,99.065545,113.548895,41.557522,2.337912,0.514114,-0.022722,48.466374,1.947354,2.035172,0.223379,0.0,0.032928,PASS
S00128,L0006,T03,128,POSITIVE,UNEXPOSED,50.0,95.824512,95.824512,0.010081,85.536502,97.063263,113.417667,49.978661,2.315982,0.416062,-0.093707,52.642364,2.037173,1.666997,0.143014,0.004232,0.023648,PASS
S00715,L0035,T02,715,NEGATIVE,EXPOSED,50.0,75.457911,96.740911,-0.104509,109.483695,101.222659,108.846958,63.050315,2.361083,0.377804,-0.642049,49.562307,3.658352,2.194482,0.101547,0.088075,0.123584,FAIL
S00259,L0012,T01,259,NEGATIVE,EXPOSED,50.0,81.201817,104.104894,-0.101923,98.69786,96.595665,99.632992,63.725,2.424851,-0.527882,0.807607,52.059282,4.094672,2.375052,0.047712,0.040184,0.146891,FAIL
S00232,L0011,T01,232,POSITIVE,UNEXPOSED,50.0,94.967464,94.967464,0.083548,93.478146,100.712948,110.835669,36.700707,2.367894,-0.47344,0.72472,53.74938,3.426747,1.177908,0.696315,0.013518,0.225144,FAIL
S00290,L0014,T02,290,POSITIVE,UNEXPOSED,50.0,99.965987,99.965987,-0.087218,93.431979,96.213232,106.25929,45.575438,2.385561,0.005902,-0.230614,50.876308,3.101235,1.348936,0.180009,0.017002,0.054397,PASS
S00533,L0026,T02,533,NEGATIVE,EXPOSED,50.0,73.854999,94.685896,-0.053571,89.125261,101.330088,106.718096,50.114841,2.339553,-0.325109,0.363139,48.62591,2.856933,1.276569,0.08956,0.01572,0.033588,PASS
S00354,L0017,T01,354,NEGATIVE,EXPOSED,50.0,69.280575,88.82125,0.038707,92.031689,99.537753,104.597749,54.778189,2.378163,-0.986366,-0.41233,45.152344,3.576573,1.499622,0.312661,0.021642,0.120727,FAIL
S00412,L0020,T03,412,POSITIVE,UNEXPOSED,50.0,106.863931,106.863931,0.063515,83.898231,95.56515,115.683186,43.851071,2.352254,-0.402455,-0.179819,49.421636,3.032487,2.844537,0.034482,0.010035,0.074727,PASS
S00769,L0038,T02,769,NEGATIVE,EXPOSED,50.0,78.030473,100.039068,-0.09574,96.300774,96.342834,105.681821,51.930423,2.416631,0.77619,-0.713333,51.291769,4.384329,1.325521,0.035355,0.016621,0.101221,FAIL
S00158,L0007,T01,158,NEGATIVE,EXPOSED,50.0,79.957272,102.509324,0.092551,97.319573,97.491767,107.135456,55.439181,2.385633,0.460411,-0.070065,49.984167,3.21541,1.823068,0.029774,0.023209,0.052014,FAIL
S00713,L0035,T02,713,POSITIVE,UNEXPOSED,50.0,97.950309,97.950309,0.143532,94.905358,100.381492,109.954883,51.511683,2.279347,-0.355192,0.947111,52.575612,5.235894,1.335564,0.112818,0.030272,0.230878,FAIL
S00530,L0026,T02,530,POSITIVE,UNEXPOSED,50.0,95.396299,95.396299,0.049034,115.244051,98.51808,111.511078,47.904733,2.518899,-0.542054,-0.326589,53.020557,3.031,1.53385,0.395988,0.014834,0.098484,FAIL
S00395,L0019,T02,395,POSITIVE,UNEXPOSED,50.0,94.05129,94.05129,-0.001478,99.994464,96.35584,107.857434,58.279354,2.316074,-0.303207,0.51966,50.883821,1.51886,1.586655,0.104053,0.044804,0.014587,PASS
S00586,L0029,T03,586,POSITIVE,UNEXPOSED,50.0,98.355635,98.355635,-0.048457,117.797092,96.853749,110.344317,54.264824,2.392671,0.354781,0.104718,51.458918,2.402909,1.262162,0.135544,0.059643,0.028897,PASS
S00705,L0035,T01,705,POSITIVE,UNEXPOSED,50.0,96.887749,96.887749,-0.018733,93.927654,92.870819,106.280133,46.935968,2.411419,0.516248,-0.657237,51.84037,2.697872,2.059018,0.229986,0.0,0.062363,PASS
S00753,L0037,T01,753,POSITIVE,UNEXPOSED,50.0,101.286495,101.286495,0.009328,106.962077,99.164017,109.719497,43.438614,2.351676,0.495379,0.264663,47.684542,1.629977,1.097604,0.248734,0.022237,0.017314,PASS
S00315,L0015,T01,315,POSITIVE,UNEXPOSED,50.0,106.835882,106.835882,-0.036364,108.359981,96.259763,108.683655,51.902356,2.318837,0.982238,-0.764898,50.192087,3.302368,1.468324,0.069811,0.046848,0.054536,FAIL
S00044,L0002,T03,44,POSITIVE,UNEXPOSED,50.0,110.230205,110.230205,0.045552,120.268677,100.252715,103.612498,48.330394,2.25142,0.541876,-0.405138,50.569606,2.75844,3.393034,0.041796,0.039815,0.08686,PASS
S00048,L0002,T01,48,POSITIVE,UNEXPOSED,50.0,98.830391,98.830391,-0.058205,92.410258,92.809703,107.38095,50.798875,2.362726,0.440609,-0.639124,49.388835,2.674578,1.510383,0.117239,0.026488,0.036214,PASS
S00360,L0018,T02,360,POSITIVE,UNEXPOSED,50.0,88.611582,88.611582,-0.052858,110.188621,100.280249,110.869639,52.713677,2.412244,0.993431,-0.858884,55.78111,3.771952,1.562275,0.51441,0.043225,0.237547,FAIL
S00780,L0039,T01,780,POSITIVE,UNEXPOSED,50.0,99.456865,99.456865,-0.025208,109.656246,97.9979,110.621776,52.260064,2.319193,0.758985,-0.904733,50.837959,2.646033,1.566205,0.154097,0.020139,0.039634,PASS
S00015,L0000,T01,15,NEGATIVE,EXPOSED,50.0,80.687242,103.445182,-0.025413,89.005188,100.134451,108.374742,60.429803,2.28348,-0.888005,-0.879971,51.499984,3.345039,3.726874,0.044881,0.025708,0.154857,FAIL
S00524,L0026,T03,524,NEGATIVE,EXPOSED,50.0,76.394526,97.9417,-0.054343,103.817594,96.147972,105.91452,52.399364,2.316941,-0.059305,-0.918325,51.364944,3.385748,1.603443,0.094095,0.04185,0.065858,FAIL
S00384,L0019,T02,384,NEGATIVE,EXPOSED,50.0,82.040661,100.84015,0.006892,104.342908,96.936777,104.076318,64.599542,2.359194,0.197127,0.828363,54.517578,2.137631,1.504191,0.026864,0.060769,0.019674,FAIL
S00366,L0018,T01,366,POSITIVE,UNEXPOSED,50.0,100.037736,100.037736,-0.092311,83.831759,93.904371,109.337221,47.089045,2.412244,-0.238077,-0.789473,50.448239,4.095506,0.812227,0.103246,0.016763,0.074392,FAIL
S00273,L0013,T01,273,POSITIVE,UNEXPOSED,50.0,101.765117,101.765117,-0.098367,98.05379,95.26799,105.483539,47.521932,2.382702,-0.33153,-0.358637,48.433896,2.948915,2.208954,0.102167,0.030767,0.063239,PASS
